ELECTRICAL,"My unit's power keeps flickering whenever the neighbor uses their appliances."
ELECTRICAL,"The extractor fan in the kitchen makes a loud electrical buzzing noise now."
ELECTRICAL,"There's a socket near the bathroom mirror that sparked when I used my hairdryer."
ELECTRICAL,"The security light outside sparks and flickers every time it rains."
ELECTRICAL,"My unit tripped the main breaker and none of the outlets have power now."
ELECTRICAL,"The light fitting above the dining table is hanging by exposed wiring after it came loose."
HVAC,"The air conditioner in my unit isn't cooling at all, just blowing warm air."
HVAC,"There's a loud rattling noise coming from the AC unit whenever it's switched on."
HVAC,"My heater stopped working completely and it's getting very cold at night."
HVAC,"The air conditioning unit is leaking water onto the carpet below it."
HVAC,"There is a strong musty smell coming from the vents whenever the AC turns on."
HVAC,"My unit's thermostat isn't responding and the temperature won't adjust."
HVAC,"The heating system makes a burning smell for the first few minutes every time it starts."
HVAC,"Airflow from the vents has become extremely weak over the past week."
HVAC,"The AC unit outside is making a loud grinding noise and vibrating heavily."
HVAC,"My bedroom never cools down even when the air conditioner runs all night."
HVAC,"There's ice building up on the outdoor unit of my air conditioner."
HVAC,"The heater cycles on and off every few minutes without properly warming the room."
HVAC,"I can hear a clicking sound from the vents right before the AC shuts off entirely."
HVAC,"The ventilation system is circulating dusty air that's making me cough."
HVAC,"My unit's air conditioner is blowing air but the temperature never changes."
HVAC,"There is condensation dripping from the ceiling vent in the living room."
HVAC,"The thermostat display went blank and the heating won't turn on at all."
HVAC,"My AC unit smells like something is burning whenever it's first switched on."
HVAC,"The bedroom vents are barely pushing out any air compared to other rooms."
HVAC,"There's a loud humming noise from the HVAC closet that wasn't there before."
HVAC,"My unit gets extremely humid and stuffy because the air conditioner isn't dehumidifying properly."
HVAC,"The heating unit is making a banging noise every time it kicks on."
HVAC,"Cold air is coming through the vents even though the heater is set to warm."
HVAC,"The air filter compartment is leaking water down the wall behind it."
HVAC,"My air conditioner remote isn't connecting to the unit anymore."
HVAC,"There's a persistent whistling sound coming from one of the ceiling vents."
HVAC,"The outdoor condenser unit isn't spinning and the fan appears completely still."
HVAC,"My unit's heating takes over an hour to warm even a single small room."
HVAC,"The air conditioner is cycling constantly and never seems to reach the set temperature."
HVAC,"There is a foul smell like mildew coming from the air conditioning vents."
HVAC,"The heater pilot light keeps going out and won't stay lit."
HVAC,"My unit's ductwork is making popping sounds whenever the system starts or stops."
HVAC,"The air conditioner unit outside has visible ice covering half of it."
HVAC,"There's water dripping from the AC vent directly onto my bed at night."
HVAC,"The thermostat shows the correct temperature but the air never actually changes."
HVAC,"My heating vents are blowing cold air randomly throughout the day."
HVAC,"The HVAC system shuts off completely after running for about ten minutes."
HVAC,"There is a loud rattling coming from inside the ceiling whenever the fan runs."
HVAC,"My unit's air conditioning has started making a high-pitched squealing noise."
HVAC,"The heater in the bathroom never seems to turn on even when set correctly."
HVAC,"There's a strong chemical smell coming from the vents since the AC was last serviced."
HVAC,"The outdoor unit fan blades appear bent and are hitting the housing loudly."
HVAC,"My bedroom AC vent is completely blocked and no air comes out at all."
HVAC,"The central heating tripped the breaker and now won't turn back on."
HVAC,"There is visible mold growth around the edge of the ceiling air vent."
HVAC,"My unit's air conditioner leaks water every single time it's used for more than an hour."
HVAC,"The thermostat wiring appears to have come loose from the wall unit."
HVAC,"Warm air keeps coming out of the vents even with the AC set to the coldest setting."
HVAC,"The heating system smells like gas whenever it first ignites."
HVAC,"My apartment's air handler unit is vibrating so much it shakes the ceiling tiles."
HVAC,"There's a loud metallic screeching noise from the AC unit outside my window."
STRUCTURAL,"There is a large crack running down the living room wall near the window."
STRUCTURAL,"The ceiling in my bedroom has started sagging and looks like it might collapse."
STRUCTURAL,"A section of the balcony railing feels loose and wobbles when I lean on it."
STRUCTURAL,"There are visible cracks forming across the bathroom ceiling tiles."
STRUCTURAL,"The front door frame has warped and the door no longer closes properly."
STRUCTURAL,"I noticed the floor near the kitchen is sinking slightly and feels uneven."
STRUCTURAL,"There is a large crack in the exterior wall that seems to be getting bigger."
STRUCTURAL,"The window frame in my bedroom is cracked and letting in cold air."
STRUCTURAL,"Part of the ceiling plaster fell off and left a hole above the hallway."
STRUCTURAL,"The staircase handrail is loose and pulls away from the wall when used."
STRUCTURAL,"There's a visible gap forming between the wall and the ceiling in the lounge."
STRUCTURAL,"The bathroom tiles are cracking and some have started coming loose from the wall."
STRUCTURAL,"My unit's balcony floor tiles are cracked and shifting underfoot."
STRUCTURAL,"There is water damage causing the drywall in the hallway to bulge outward."
STRUCTURAL,"The garage door frame is bent and the door won't align properly anymore."
STRUCTURAL,"A crack has appeared above my bedroom door and seems to be spreading."
STRUCTURAL,"The kitchen cabinets are pulling away from the wall and look unstable."
STRUCTURAL,"There's a soft spot in the bathroom floor that feels like it could give way."
STRUCTURAL,"The exterior stairs leading to my unit have a broken and unstable step."
STRUCTURAL,"Cracks have appeared around the window frames in almost every room."
STRUCTURAL,"The ceiling in the parking garage below my unit has visible concrete cracking."
STRUCTURAL,"My front porch railing came loose from its base and feels unsafe to touch."
STRUCTURAL,"There's a large crack running along the foundation wall visible from outside."
STRUCTURAL,"The bedroom closet door frame is crooked and the door won't shut fully."
STRUCTURAL,"Part of the fence bordering my unit has fallen over after the recent storm."
STRUCTURAL,"The bathroom ceiling shows clear signs of sagging and discoloration from water damage."
STRUCTURAL,"There is a crack extending from the corner of my living room window to the ceiling."
STRUCTURAL,"The wooden deck outside my unit has several rotten and unstable boards."
STRUCTURAL,"My unit's entrance step has cracked concrete that shifts when stepped on."
STRUCTURAL,"The drywall in the spare room has a large hole that keeps expanding."
STRUCTURAL,"There's visible separation between the ceiling and the wall in the main bedroom."
STRUCTURAL,"The balcony door frame has shifted and no longer seals properly against drafts."
STRUCTURAL,"A support beam in the carport appears to be cracking under weight."
STRUCTURAL,"The stairwell wall has long vertical cracks that weren't there a month ago."
STRUCTURAL,"My unit's roof tiles are visibly loose and some have slipped out of place."
STRUCTURAL,"There is a noticeable dip in the hallway floor that's gotten worse over time."
STRUCTURAL,"The window sill in the kitchen is rotting and crumbling to the touch."
STRUCTURAL,"Part of the ceiling in the laundry room has started to bow downward."
STRUCTURAL,"The exterior wall near the parking area has a spreading crack pattern."
STRUCTURAL,"My unit's front gate hinge has broken away from the crumbling wall it's attached to."
STRUCTURAL,"There's a large crack across the garage floor that has widened noticeably."
STRUCTURAL,"The bedroom window won't close properly because the frame has warped."
STRUCTURAL,"Plaster keeps flaking off the living room ceiling in increasing amounts."
STRUCTURAL,"The retaining wall behind my unit shows signs of leaning and cracking."
STRUCTURAL,"There is a gap under the front door large enough to see outside light through."
STRUCTURAL,"My unit's balcony support pillar has visible cracks running down its length."
STRUCTURAL,"The kitchen ceiling has a brown stain and the plaster feels soft to the touch."
STRUCTURAL,"A crack has opened up in the bathroom wall right behind the shower."
STRUCTURAL,"The stairs to the second floor creak dangerously and one step feels loose."
STRUCTURAL,"There's visible bowing in the wall separating my unit from the neighboring one."
EMERGENCY,"I can smell gas strongly in the kitchen and I'm worried it might be a leak."
EMERGENCY,"There is smoke coming from the electrical panel and I can see small flames."
EMERGENCY,"Water is flooding rapidly from a burst pipe and rising across the entire kitchen floor."
EMERGENCY,"I smell burning wires and there's smoke coming out of the wall socket."
EMERGENCY,"The gas stove won't stop hissing and the smell is getting stronger by the minute."
EMERGENCY,"There is a fire starting near the stove and I need help immediately."
EMERGENCY,"Smoke is filling the hallway and the smoke detector is going off constantly."
EMERGENCY,"A pipe burst and water is pouring through the ceiling onto the electrical panel."
EMERGENCY,"I can see sparks and small flames coming from the light fixture above me."
EMERGENCY,"The smell of gas is overwhelming throughout the entire unit right now."
EMERGENCY,"There's water gushing everywhere from a burst pipe and it's flooding fast."
EMERGENCY,"Smoke alarms are going off and I can smell something burning strongly."
EMERGENCY,"My stove caught fire while cooking and the flames are spreading to the counter."
EMERGENCY,"There is a gas smell combined with a hissing sound near the geyser."
EMERGENCY,"Electrical sparks are shooting out of the wall and there's a small flame visible."
EMERGENCY,"The ceiling collapsed suddenly and water is pouring in rapidly from above."
EMERGENCY,"I woke up to the smell of smoke and there's visible haze in the hallway."
EMERGENCY,"A live wire is exposed and sparking near a puddle of water on the floor."
EMERGENCY,"There's a strong gas odor near the meter box and I hear a faint hissing noise."
EMERGENCY,"Flames are visible coming from behind the stove and smoke is filling the kitchen."
EMERGENCY,"Water is flooding in fast from the ceiling and has already reached ankle height."
EMERGENCY,"I can smell burning plastic and see smoke rising from the fuse box."
EMERGENCY,"The whole kitchen smells strongly of gas and I'm afraid to turn on any switches."
EMERGENCY,"There is active flooding from a burst pipe and it's flowing toward the electrical outlets."
EMERGENCY,"Smoke is pouring out from under the bathroom door and I can smell burning."
EMERGENCY,"A small fire started near the extension cord and is spreading along the carpet."
EMERGENCY,"Gas smell is extremely strong near the stove and getting worse by the second."
EMERGENCY,"Water is rushing in through a cracked pipe and flooding the entire hallway rapidly."
EMERGENCY,"I can see visible flames coming from the electrical panel outside my unit."
EMERGENCY,"There's a strong smell of gas and I can hear it actively leaking from the pipe."
EMERGENCY,"Smoke has filled the entire living room and visibility is getting difficult."
EMERGENCY,"The geyser exploded and hot water is flooding the utility room rapidly."
EMERGENCY,"Sparks are flying from the outlet and the curtain nearby just caught fire."
EMERGENCY,"There is a gas leak smell so strong it's making me feel dizzy and nauseous."
EMERGENCY,"Water is pouring through the light fixture and sparks are visible at the same time."
EMERGENCY,"My neighbor's smoke alarm and mine are both going off and I smell burning."
EMERGENCY,"A pipe has burst under high pressure and is spraying water across the entire room."
EMERGENCY,"There are active flames on the stove that have spread to nearby dish towels."
EMERGENCY,"I can smell gas near the meter and hear a continuous hissing sound getting louder."
EMERGENCY,"Smoke is billowing from the ceiling vent and the smell of burning is very strong."
EMERGENCY,"The electrical box outside is sparking heavily and there's visible smoke rising from it."
EMERGENCY,"Flood water is rising fast and has already reached the electrical outlets near the floor."
EMERGENCY,"I hear a hissing gas sound and can smell it strongly right by the front door."
EMERGENCY,"There's an active fire in the kitchen and it's spreading toward the curtains fast."
EMERGENCY,"Smoke and the smell of burning plastic are coming from inside the wall right now."
EMERGENCY,"Water is flooding in uncontrollably and rising toward exposed electrical wiring."
EMERGENCY,"I can see open flames near the stove and the smoke alarm won't stop beeping."
EMERGENCY,"The smell of gas is so strong throughout the unit that I've had to open all the windows."
EMERGENCY,"Sparks and small flames are coming from the ceiling fan motor right now."
EMERGENCY,"A burst pipe is spraying water directly onto the exposed wiring in the utility closet."
EMERGENCY,"There is thick smoke coming from the stove and I can see active flames underneath the pot."
